danceability,energy,speechiness,acousticness,instrumentalness,tempo
0.6557377049180328,0.4243684042212984,0.04301075268817205,0.8474732314511086,0.7278287461773699,0.5949129116632978
0.5069356872635562,0.7430977507728388,0.006325110689437065,0.17473927215599802,0.9602446483180427,0.21609350850077275
0.7023959646910466,0.6428952137298796,0.2641787897954881,0.06322301223680851,0.7889908256880733,0.16361758411603838
0.7477931904161412,0.5277688945741393,0.37592241197554294,0.3040334865550583,0.00547400611620795,0.05220841754844846
0.3896595208070618,0.38066304231958215,0.031414716424204105,0.7343407938519309,0.5667686034658512,0.4091145523718939
0.5662042875157629,0.42223643534804395,0.04111321948134094,0.5939353579029513,0.0005922528032619776,0.08238467483057904
0.4728877679697352,0.45528195288348794,0.0029517183217373025,0.5494904717032744,0.006095820591233435,0.17844192129354414
0.7616645649432535,0.41690651316490784,0.06557031414716424,0.14039549645624763,0.0,0.28492450362620364
0.6242118537200505,0.6642149024624241,0.0033733923676997693,0.08089995561168004,0.0,0.3640768041849957
0.5397225725094578,0.43822620189745237,0.5003162555344719,0.5585814711532083,0.0011620795107033638,0.6890976102722624
0.7112232030264817,0.6205095405607078,0.03816150115960363,0.39696370315438295,3.231396534148827e-05,0.3639356200214005
0.8751576292559898,0.5309668478840209,0.04301075268817205,0.49292425290368547,0.00048521916411824667,0.2976608013315895
0.7704918032786886,0.5565504743630743,0.059666877503689646,0.8616147861510058,0.0007227319062181447,0.40889906075377463
0.7793190416141237,0.4883274704189319,0.03078220535526039,0.16665838375605677,0.07696228338430172,0.28268041849958386
0.5712484237074401,0.15787229506449207,0.01349356947079907,0.9131304497006315,0.0,0.14130305552252992
0.5725094577553594,0.47233770386952356,0.009909340080118068,0.07766760025170352,0.0013965341488277267,0.13445933896088452
0.7087011349306431,0.5309668478840209,0.0,0.03766720267199424,0.0023853211009174312,0.3050543930567114
0.5271122320302649,0.7260419997868032,0.09403331224963105,0.03372776957702287,0.0019673802242609582,0.18608072761859468
0.89281210592686,0.46487581281313295,0.45604048070841235,0.06908165632676593,9.184505606523954e-05,0.34966858875282364
0.5863808322824716,0.41690651316490784,0.02192705039004849,0.6171679120527824,0.09347604485219164,0.34865057662584703
0.4047919293820934,0.3955868244323633,0.025722116803710733,0.49090403080370015,0.001202854230377166,0.6027151943883009
0.7515762925598991,0.7484276729559749,0.13430318363904706,0.011202293162186584,0.006432212028542303,0.5278132802282722
0.8007566204287516,0.5682763031659738,0.0050600885515496505,0.04261674681695827,0.6309887869520897,0.334324099393651
0.4426229508196722,0.6834026223217141,0.027408812987560614,0.21312349205571904,7.054026503567787e-06,0.18634080370942813
0.8663303909205547,0.6716767935188147,0.03963736032047228,0.00047491381126454836,0.01906218144750255,0.393955831649031
0.49432534678436324,0.7420317663362116,0.023402909550917138,0.027768114382066184,4.8521916411824665e-06,0.4831470693139935
0.6595208070617907,0.7729453149984011,0.026987138941598147,0.01584880399215281,0.008450560652395515,0.5799919747949112
0.6002522068095839,0.6535550580961519,0.41808981657179,0.03847529151198837,2.874617737003058e-06,0.22347223873498984
0.7427490542244641,0.7281739686600576,0.14168247944339027,0.017970037197137394,0.0001967380224260958,0.42381999762216144
0.40731399747793195,0.8411683189425435,0.9810246679316889,0.6141375789028045,0.5494393476044852,0.09167310664605871
0.49558638083228257,0.658884980279288,0.03605313092979127,0.33130648490486014,0.9683995922528031,0.7806221020092732
0.6116015132408575,0.29858224069928585,0.016866961838498847,0.9282821154505214,0.8960244648318042,0.19655807870645575
0.7616645649432535,0.4947233770386953,0.05608264811300865,0.6383802441026283,0.0,0.24517001545595046
0.7402269861286255,0.45634793732011514,0.15601939700611428,0.4484793667040085,0.0,0.40924830579003685
0.4300126103404792,0.22396333013538006,0.035209782837866334,0.7424216822518721,0.011620795107033639,0.43048537629294964
0.6986128625472887,0.3646732757701738,0.03816150115960363,0.07887973351169472,0.0006901121304791029,0.29110688384258704
0.3669609079445145,0.3444195714742565,0.021083702298123556,0.39494348105439764,0.7349643221202854,0.46964540482701206
0.424968474148802,0.45528195288348794,0.04975753742357159,0.06554626765179163,0.029561671763506627,0.42786975389371057
0.6809583858764188,0.5096471591514764,0.13535736875395324,0.4212063683542067,0.011213047910295615,0.4428798597075258
0.4817150063051703,0.23782112781153397,0.05566097406704618,0.37474126005454444,0.8899082568807339,0.3743386636547377
0.2496847414880202,0.30711011619230366,0.01939700611427366,0.58585446950301,0.0032619775739041795,0.12991172274402568
0.34300126103404793,0.9061933695768043,0.8018131983976388,0.04887943532691275,0.13353720693170235,0.18420817976459386
0.5346784363177806,0.938172902675621,0.06472696605523931,0.013121504157172635,0.17227319062181448,0.3565791820235405
0.37200504413619173,0.441424155207334,0.06535947712418302,0.15958760640610814,0.0032110091743119264,0.20483592914041132
0.33291298865069363,0.40837863767189003,0.0160236137465739,0.2484773788054621,0.0007543323139653414,0.5283854476281058
0.6544766708701135,0.8806097430977509,0.010752688172043008,0.34241770645477937,0.0005535168195718653,0.49107567471168706
0.32912988650693575,0.5107131435881037,0.011385199240986708,0.22524482465563095,1.5392456676860344e-05,0.48820740696706694
0.47036569987389665,0.22396333013538006,0.006114273666455831,0.31615481915497023,5.616717635066258e-06,0.32273956723338476
0.3707440100882724,0.4851295171090503,0.023402909550917138,0.5707028037531201,0.0,0.3742049102365948
0.5334174022698612,0.866751945421597,0.28526249209361165,0.04766730206692156,0.0001946992864424057,0.6785831054571392
1.0,0.507515190278222,0.2894792325532364,0.11312249810644585,0.33537206931702346,0.33456931399357975
0.8802017654476672,0.33269374267135704,0.23044486611849044,0.0857484886516448,0.9999999999999999,0.11173611936749489
0.8436317780580077,0.3827950111928366,0.32532152646004636,0.7808059021515932,0.891946992864424,0.4096941505171798
0.5687263556116016,0.8848736808442598,0.06936538056082647,0.030697436427044894,0.9174311926605504,0.6498186898109617
0.6406052963430013,0.6439611981665069,0.6584440227703986,0.384842370554471,0.17940876656472984,0.18383664249197468
0.9899117276166457,0.09178125999360412,0.2894792325532364,0.967676446400235,0.0004424057084607543,0.22343508500772796
0.9041614123581337,0.3955868244323633,0.19249420198186806,0.7393913491018942,6.065239551478083e-05,0.26075228866959926
0.5296343001261035,0.0,0.03710731604469745,1.0,0.9225280326197757,0.5033661276899297
0.7175283732660782,0.5448246455601748,0.05798018131983978,0.06837457859177107,0.1600407747196738,0.2233384853168469
0.46027742749054223,0.23675514337490677,0.18616909129243098,0.5262579175534432,0.2793068297655454,0.5141481393413385
0.7477931904161412,0.3305617737981026,0.06029938857263336,0.5070658076035827,0.005208970438328236,0.676331589585067
0.25598991172761665,0.34122161816437485,0.287370862323424,0.9919191116000589,0.9734964322120284,0.08421263821186536
0.6040353089533418,0.09178125999360412,0.03668564199873498,0.9525247806503451,0.9143730886850152,0.24173701105694917
0.712484237074401,0.6002558362647906,0.19671094244149273,0.2070628257557631,0.002456676860346585,0.1863928189275948
0.5081967213114755,0.3881249333759727,0.08538899430740038,0.6969666850022025,0.2456676860346585,0.3562745214599928
0.3354350567465322,0.5096471591514764,0.042799915665190806,0.7464621264518427,0.016411824668705402,0.4296679942931874
0.4539722572509458,0.27619656753011407,0.040691545435378444,0.757573348001762,0.9164118246687054,0.07453780763286161
0.6456494325346785,0.1887858437266816,0.08538899430740038,0.8919181176507857,0.7787971457696228,0.0745600998692188
0.8133669609079446,0.18132395267029103,0.03605313092979127,0.8686855635009545,0.856269113149847,0.5568229104743785
0.6834804539722573,0.6428952137298796,0.08496732026143794,0.21211338100572638,0.0,0.2680567114492925
0.5535939470365699,0.29538428738940414,0.003795066413662236,0.6888857966022612,0.8603465851172273,0.18607329687314228
0.21311475409836064,0.7132501865472765,0.029938857263335443,0.038374280406989106,0.31396534148827726,0.20118743312329096
0.6343001261034048,0.5640123654194649,0.16086864853468272,0.37979181530450773,0.21610601427115186,0.1497295208655331
0.30012610340479196,0.8965995096471592,0.915665190807506,0.09130409942660442,0.0,0.29692515753180354
0.6885245901639345,0.6674128557723058,0.03752899009065993,0.6292892446526943,0.7329255861365952,0.2976385090952323
0.7843631778058008,0.5149770813346126,0.4813409234661607,0.811109233651373,0.9378185524974516,0.07452294614195693
0.6620428751576294,0.5853320541520094,0.009909340080118068,0.017262959462142534,0.8491335372069316,0.2976162168588751
0.33921815889029006,0.848630209998934,0.01707779886148008,0.00567698571872674,0.9378185524974516,0.7503418142908094
0.6305170239596469,0.8443662722524251,0.026776301918616914,0.39898392525436827,0.9510703363914373,0.4019438830103435
0.6885245901639345,0.6205095405607078,0.025722116803710733,0.23029537990559426,0.06799184505606523,0.24559356794673642
0.7087011349306431,0.5640123654194649,0.061564410710520774,0.5282781396534285,0.7686034658511722,0.18606586612768988
0.8562421185372006,0.6524890736595247,0.12966476913345984,0.46262092140390576,0.6075433231396533,0.40910712162644153
0.7414880201765448,0.5512205521799382,0.027408812987560614,0.14443594065621826,0.6095820591233435,0.33454702175722256
0.9016393442622951,0.6482251359130158,0.23676997680792752,0.6595925761524741,0.7125382262996941,0.4316222803471644
0.6771752837326609,0.8688839142948513,0.10056925996204935,0.007091141188716462,0.908256880733945,0.854714064914992
0.4035308953341741,0.5160430657712398,0.023824583596879605,0.011606337582183648,0.6962283384301733,0.15050231839258105
0.471626733921816,0.7260419997868032,0.017921146953405027,0.07928377793169178,0.24872579001019365,0.37174533349185573
0.5157629255989913,0.5576164587997016,0.061564410710520774,0.057667401461848886,0.9469928644240571,0.5574322316014741
0.46658259773013877,0.6642149024624241,0.026143790849673214,0.12726405280634306,0.7869520897043832,0.18611045060040415
0.6305170239596469,0.8187826457733717,0.029095509171410495,0.10807194285648256,0.9480122324159022,0.1713084056592557
0.802017654476671,0.6631489180257969,0.03331224963103522,0.020394303717119776,0.8868501529051988,0.4387929497087147
0.6948297604035308,0.658884980279288,0.08370229812355051,0.260598711405374,0.7787971457696228,0.7810902389727736
0.9520807061790669,0.34122161816437485,0.2030360531309298,0.3191851523049482,0.38532110091743116,0.41655272856972997
0.7074401008827238,0.28579042745975913,0.09572000843348091,0.1313044970063137,0.8786952089704383,0.18627392700035666
0.7225725094577553,0.42543438865792566,0.009909340080118068,0.8525237867010719,0.0032313965341488277,0.28253180359053603
0.5901639344262295,0.4808655793625414,0.006957621758380772,0.4191861462542214,0.024159021406727824,0.6311749494709307
0.23833543505674656,0.12269480865579366,0.010331014126080541,0.9222214491505654,9.745158002038736e-05,0.06854119605278802
0.8789407313997478,0.46913975055964185,0.6942863166772085,0.37474126005454444,0.040876656472986744,0.1560530852455117
0.7692307692307693,0.5853320541520094,0.044064937803078234,0.25251782300543274,0.21814475025484198,0.21579627868267742
0.5561160151324086,0.7228440464769215,0.17351886991355683,0.26564926665533733,0.42915392456676854,0.7497102009273569
0.4930643127364439,0.3838609956294638,0.03900484925152858,0.5989859131529146,0.6982670744138634,0.11163951967661395
0.5825977301387137,0.6535550580961519,0.05144423360742146,0.6161578010027898,0.0026503567787971457,0.07059208179764592
0.712484237074401,0.6205095405607078,0.23466160657811516,0.23130549095558692,0.001620795107033639,0.6772901557484245
0.8070617906683482,0.6194435561240806,0.021083702298123556,0.831311454651226,0.01345565749235474,0.2604996433242182
0.8045397225725095,0.7356358597164482,0.10014758591608688,0.8979787839507416,0.5698267074413863,0.5349690880989177
0.802017654476671,0.517109050207867,0.04722749314779676,0.18585049370591727,4.801223241590214e-05,0.24537064558316485
0.5372005044136191,0.6620829335891697,0.41387307611216534,0.30908404180502164,4.943934760448521e-05,0.7809267625728211
0.7112232030264817,0.46380982837650575,0.07526881720430109,0.6757543529523568,8.807339449541284e-05,0.42188800380454156
0.5384615384615384,0.5768041786589916,0.5551338815095931,0.11817305335640914,1.345565749235474e-06,0.17532843894899536
0.6771752837326609,0.47446967274277796,0.11849040691545437,0.1535269401061522,0.0,0.2540348947806443
0.8688524590163934,0.4883274704189319,0.025722116803710733,0.008283072227707801,0.0014271151885830785,0.4090105219355605
0.5573770491803278,0.5085811747148492,0.0002108370229812334,0.009697227697697524,0.000564729867482161,0.7518725478540005
0.45523329129886514,0.517109050207867,0.004849251528568417,0.059990656876832,0.005565749235474005,0.037763048389014287
0.5636822194199244,0.7548235795757382,0.09572000843348091,0.2777705992552492,0.4525993883792049,0.08212459873974548
0.49054224464060536,0.61198166506769,0.05123339658444024,0.15958760640610814,0.5983690112130479,0.3940895850671739
0.6759142496847416,0.6908645133781047,0.05039004849251528,0.00745478116671382,0.7125382262996941,0.8103970990369751
0.7843631778058008,0.43396226415094347,0.0896057347670251,0.22120438045566032,0.016004077471967377,0.2456307216739983
0.7629255989911728,0.32416586717833923,0.14632089394897746,0.17372916110600536,0.009612640163098877,0.7065375698490071
0.5435056746532156,0.46061187506662404,0.08370229812355051,0.4363580341040966,0.0,0.11111936749494705
0.9092055485498108,0.5863980385886366,0.07800969850305714,0.37272103795455913,0.06564729867482161,0.37174533349185573
0.6406052963430013,0.5650783498560921,0.0457516339869281,0.6100971347028338,0.2579001019367992,0.5948163119724168
0.746532156368222,0.48193156379916857,0.09972591187012439,0.01594981509715208,0.03160040774719674,0.4839941742955653
0.4476670870113494,0.20264364140283553,0.06051022559561461,0.9151506718006168,0.8623853211009174,0.54953334918559
0.35813366960907944,0.4861955015456775,0.07758802445709467,0.07261704500174024,0.0,0.2625802520508857
0.609079445145019,0.5480225988700564,0.12080961416824798,0.25453804510541805,0.0,0.7513152419450717
0.08701134930643126,0.3838609956294638,0.04132405650432216,0.17372916110600536,0.1529051987767584,0.15834918559029837
0.6973518284993695,0.7708133461251466,0.09150326797385622,0.027566092172067656,0.18042813455657492,0.22367286886220422
0.5308953341740228,0.4488860462637245,0.0255112797807295,0.136355052256277,0.54638124362895,0.8334547021757222
0.2597730138713745,0.5949259140816544,0.2641787897954881,0.1999920484058145,0.0,0.026765545119486422
0.5031525851197983,0.5576164587997016,0.12355049546700403,0.4030243694543389,0.04046890927624872,0.5168677921769111
0.7616645649432535,0.3678712290800555,0.06135357368753954,0.03342473626202507,0.12436289500509683,0.23102187611461183
0.776796973518285,0.34655154034751096,0.04680581910183428,0.5656522485031569,0.0,0.34944566638925206
0.20302648171500629,0.6418292292932524,0.44760699978916296,0.23837626830553552,0.0,0.839607359410296
0.6305170239596469,0.5650783498560921,0.0343664347459414,0.7232295723020116,0.0011926605504587156,0.26062596599690874
0.540983606557377,0.7878690971111822,0.022770398481973424,0.14443594065621826,0.6676860346585117,0.5560426822018782
0.5195460277427492,0.6343673382368618,0.02171621336706727,0.05867751251184154,0.0005494393476044852,0.6910221733444297
0.5800756620428752,0.678072700138578,0.3717056715159182,0.1605977174561008,1.3149847094801223e-05,0.26027672096064675
0.5825977301387137,0.6983264044344952,0.5846510647269662,0.39696370315438295,0.0,0.07534775888717155
0.9003783102143758,0.6173115872508261,0.04322158971115327,0.8929282287007783,0.01018348623853211,0.4089585067173938
0.8373266078184113,0.5640123654194649,0.17351886991355683,0.432317589904126,0.00011416921508664627,0.2235391154440613
0.3745271122320303,0.1887858437266816,0.01286105840185537,0.22322460255564563,0.061060142711518856,0.6164620734752109
0.8978562421185373,0.11096897985289417,0.41387307611216534,0.7646441253517107,0.0910295616717635,0.39446112233979297
0.7477931904161412,0.5330988167572754,0.15095930845456462,0.21817404730568235,0.005208970438328236,0.3053887766020687
0.6784363177805802,0.5021852680950859,0.019818680160236142,0.3868625926544563,0.0005565749235474007,0.20857359410296034
0.5510718789407314,0.4989873147852042,0.02719797596457938,0.17372916110600536,0.0017023445463812436,0.07432231601474254
0.43757881462799497,0.33802366485449314,0.03352308665401644,0.7434317933018648,3.822629969418959e-05,0.8780466056354772
0.6406052963430013,0.7100522332373947,0.010752688172043008,0.13029438595632103,0.0015902140672782873,0.23085096896920693
0.7591424968474149,0.2527449099243151,0.1903858317520557,0.5484803606532818,4.658511722731906e-05,0.6170193793841396
0.9344262295081968,0.763351455068756,0.5888678051865909,0.13332471910629903,0.00015596330275229357,0.20155897039591003
0.7629255989911728,0.5533525210531927,0.49609951507484723,0.6696936866524007,0.0,0.48287956247770764
